time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
1217|-6942891.034760128,261069.00040630857,2416306.712181245|-505.91285159763333,-7028.606901007008,839.9747344192649|0,0,0|0,0,0|0,0,0|-0.999999970595262,-0.0002425063892416947,0|9.868250000000076
1218|-6943276.9240667885,255679.39784345357,2416950.092259158|-500.58173432332933,-7028.805288861522,838.119171470117|0,0,0|0,0,0|0,0,0|-0.9999999705469587,-0.00024270549136360105,0|9.868111111111187
1219|-6943666.820427748,250174.74454673892,2417605.7191486633|-495.1375307117223,-7029.003602745741,836.2238439871645|0,0,0|0,0,0|0,0,0|-0.9999999704986156,-0.00024290459348549778,0|9.867972222222297
1220|-6944043.783708455,244794.36919322633,2418245.09189373|-489.81693855822164,-7029.193232959724,834.371156345305|0,0,0|0,0,0|0,0,0|-0.9999999704502328,-0.0002431036956073849,0|9.86783333333341
1221|-6944420.465592415,239358.84495887393,2418889.5608671387|-484.44251036852415,-7029.380586104663,832.4993271570181|0,0,0|0,0,0|0,0,0|-0.9999999704018104,-0.00024330279772926238,0|9.86769444444452
1222|-6944792.664846723,233927.97525526164,2419532.015422189|-479.07338623453643,-7029.563543658502,830.6289486309547|0,0,0|0,0,0|0,0,0|-0.9999999703533484,-0.0002435018998511302,0|9.867555555555631
1223|-6945156.376701822,228561.35945476498,2420165.4332034457|-473.7684737458569,-7029.7401797413795,828.7805493826995|0,0,0|0,0,0|0,0,0|-0.9999999703048468,-0.00024370100197298837,0|9.867416666666742
1224|-6945519.695452455,223139.7353041838,2420803.8947018185|-468.40987922150634,-7029.914432151064,826.9130526873424|0,0,0|0,0,0|0,0,0|-0.9999999702563055,-0.00024390010409483688,0|9.867277777777854
1225|-6945878.567196468,217722.7532431858,2421440.3554777475|-463.05656843091174,-7030.084326832246,825.0470030764037|0,0,0|0,0,0|0,0,0|-0.9999999702077246,-0.00024409920621667572,0|9.867138888888965
1226|-6946229.132933806,212369.86021778965,2422067.8587826584|-457.7672755321307,-7030.2480807124775,823.2028816452503|0,0,0|0,0,0|0,0,0|-0.999999970159104,-0.0002442983083385049,0|9.867000000000075
1227|-6946579.194720783,206962.09890616988,2422700.353640432|-452.4244539541387,-7030.409345198605,821.3397067230903|0,0,0|0,0,0|0,0,0|-0.9999999701104438,-0.00024449741046032435,0|9.866861111111188
1228|-6946924.844815076,201558.96718506282,2423330.861368463|-447.08689581191993,-7030.56628945758,819.4779752819411|0,0,0|0,0,0|0,0,0|-0.999999970061744,-0.0002446965125821341,0|9.866722222222299
1229|-6947262.368828717,196219.7599857035,2423952.4903793572|-441.81316249902034,-7030.717271995716,817.6381210157152|0,0,0|0,0,0|0,0,0|-0.9999999700130046,-0.00024489561470393415,0|9.86658333333341
1230|-6947599.278900318,190825.82409721357,2424579.0591231477|-436.48605322135586,-7030.865660293642,815.7792570712754|0,0,0|0,0,0|0,0,0|-0.9999999699642255,-0.0002450947168257245,0|9.86644444444452
1231|-6947931.812286594,185436.5052443312,2425203.6542273737|-431.16418710676135,-7031.009765507954,813.921832979619|0,0,0|0,0,0|0,0,0|-0.9999999699154067,-0.00024529381894750513,0|9.866305555555632
1232|-6948256.3980643395,180110.94675684115,2425819.4488235223|-425.90595345040197,-7031.148086506798,812.0862351527575|0,0,0|0,0,0|0,0,0|-0.9999999698665484,-0.00024549292106927607,0|9.866166666666743
1233|-6948576.725440401,174789.89618794946,2426433.3216439667|-420.6528351747629,-7031.28224202289,810.2520433327495|0,0,0|0,0,0|0,0,0|-0.9999999698176504,-0.0002456920231910373,0|9.866027777777854
1234|-6948899.781463688,169355.2550914688,2427058.8542736904|-415.28826127407,-7031.415085770262,808.3785436819699|0,0,0|0,0,0|0,0,0|-0.9999999697687127,-0.00024589112531278877,0|9.865888888888964
1235|-6949211.531594528,164043.30804251158,2427668.8540333626|-410.0454674232765,-7031.540853984925,806.5471914977664|0,0,0|0,0,0|0,0,0|-0.9999999697197355,-0.0002460902274345305,0|9.865750000000077
1236|-6949519.057071934,158735.85654502735,2428276.9450471583|-404.80776916745117,-7031.662492473013,804.7172417326929|0,0,0|0,0,0|0,0,0|-0.9999999696707185,-0.00024628932955626245,0|9.865611111111187
1237|-6949825.715503421,153373.99993191077,2428889.8563291514|-399.517048425716,-7031.78129568621,802.8683838552954|0,0,0|0,0,0|0,0,0|-0.9999999696216618,-0.00024648843167798465,0|9.865472222222298
1238|-6950128.077671643,148016.73088476295,2429500.825021535|-394.23152369874333,-7031.8959010230465,801.0209572815636|0,0,0|0,0,0|0,0,0|-0.9999999695725655,-0.0002466875337996971,0|9.865333333333409
1239|-6950422.902654661,142722.84098255006,2430103.173409545|-389.00918572161027,-7032.005129859356,799.195238683444|0,0,0|0,0,0|0,0,0|-0.9999999695234296,-0.0002468866359213998,0|9.865194444444521
1240|-6950713.547444648,137433.4300962009,2430703.6302402373|-383.791917050391,-7032.110276027719,797.3709176950944|0,0,0|0,0,0|0,0,0|-0.9999999694742541,-0.0002470857380430926,0|9.865055555555632
1241|-6951006.34186885,132031.10187378596,2431315.4799013417|-378.4639418126749,-7032.213551097818,795.5074995309775|0,0,0|0,0,0|0,0,0|-0.9999999694250389,-0.00024728484016477565,0|9.864916666666742
1242|-6951288.566880123,126750.73594497959,2431912.1245482066|-373.25690445972305,-7032.310476633996,793.6860011457635|0,0,0|0,0,0|0,0,0|-0.9999999693757841,-0.0002474839422864489,0|9.864777777777853
1243|-6951566.644766667,121474.83655249653,2432506.8904391215|-368.0549166937078,-7032.4033544681915,791.865896731632|0,0,0|0,0,0|0,0,0|-0.9999999693264896,-0.00024768304440811234,0|9.864638888888965
1244|-6951840.5864067385,116203.39955704659,2433099.781788469|-362.85797199663034,-7032.492196096405,790.0471850800124|0,0,0|0,0,0|0,0,0|-0.9999999692771555,-0.00024788214652976596,0|9.864500000000076
1245|-6952116.351790103,110819.42744759354,2433703.915389081|-357.5507452728193,-7032.578852172173,788.1894958849794|0,0,0|0,0,0|0,0,0|-0.9999999692277818,-0.0002480812486514098,0|9.864361111111187
1246|-6952381.962133824,105557.00174181582,2434293.028833785|-352.36397887799217,-7032.659566675387,786.3735970063512|0,0,0|0,0,0|0,0,0|-0.9999999691783684,-0.0002482803507730438,0|9.864222222222299
1247|-6952643.468917004,100299.02589382976,2434880.2804094837|-347.18223587396847,-7032.736279495237,784.5590872241423|0,0,0|0,0,0|0,0,0|-0.9999999691289154,-0.0002484794528946679,0|9.86408333333341
1248|-6952900.88289207,95045.49574512034,2435465.6742881318|-342.0055097565828,-7032.809001981956,782.7459653209141|0,0,0|0,0,0|0,0,0|-0.9999999690794228,-0.0002486785550162822,0|9.86394444444452
1249|-6953157.006689199,89738.10885941982,2436055.688016595|-336.77635863736145,-7032.878486957366,780.9141074701447|0,0,0|0,0,0|0,0,0|-0.9999999690298905,-0.00024887765713788664,0|9.863805555555631
1250|-6953408.9682330545,84435.25845078588,2436643.811081805|-331.55232314858654,-7032.943915658369,779.0836660017156|0,0,0|0,0,0|0,0,0|-0.9999999689803186,-0.0002490767592594812,0|9.863666666666743
1251|-6953654.077870401,79195.13887094986,2437223.6158378264|-326.39071968111534,-7033.004647093425,777.2747311558558|0,0,0|0,0,0|0,0,0|-0.9999999689307071,-0.00024927586138106595,0|9.863527777777854
1252|-6953895.137635414,73959.44821788813,2437801.579571664|-321.234106975136,-7033.061433486566,775.4671792707472|0,0,0|0,0,0|0,0,0|-0.9999999688810559,-0.00024947496350264075,0|9.863388888888965
1253|-6954132.158125369,68728.18231051043,2438377.7064028527|-316.0824785446007,-7033.114286008615,773.6610091184202|0,0,0|0,0,0|0,0,0|-0.999999968831365,-0.0002496740656242057,0|9.863250000000075
1254|-6954367.716113788,63443.28571979469,2438958.371205548|-310.8786708373784,-7033.163737466021,771.8361740005912|0,0,0|0,0,0|0,0,0|-0.9999999687816344,-0.0002498731677457607,0|9.863111111111188
1255|-6954599.166260546,58162.90413892339,2439537.16649665|-305.6799454585366,-7033.209190005624,770.0127489602847|0,0,0|0,0,0|0,0,0|-0.9999999687318643,-0.0002500722698673058,0|9.862972222222298
1256|-6954824.04326289,52944.985340084415,2440107.766733121|-300.54334123168496,-7033.250221032152,768.2107472273573|0,0,0|0,0,0|0,0,0|-0.9999999686820544,-0.000250271371988841,0|9.862833333333409
1257|-6955044.923306204,47731.47442683787,2440676.546532177|-295.41169522989094,-7033.287362762895,766.4101222678249|0,0,0|0,0,0|0,0,0|-0.999999968632205,-0.00025047047411036623,0|9.86269444444452
1258|-6955261.816834756,42522.367197091226,2441243.5099615366|-290.28500098613245,-7033.320626192107,764.6108728437734|0,0,0|0,0,0|0,0,0|-0.9999999685823159,-0.00025066957623188157,0|9.862555555555632
1259|-6955474.734262593,37317.659444761,2441808.661078673|-285.163252037305,-7033.350022279217,762.8129977153852|0,0,0|0,0,0|0,0,0|-0.9999999685323872,-0.000250868678353387,0|9.862416666666743
1260|-6955685.985421773,32059.59038359672,2442378.2531535327|-279.9896161970578,-7033.375824101496,760.9965422149444|0,0,0|0,0,0|0,0,0|-0.9999999684824188,-0.0002510677804748824,0|9.862277777777853
1261|-6955893.1929501435,26806.010449089343,2442946.0007295557|-274.8210228814298,-7033.397694589025,759.1814891647754|0,0,0|0,0,0|0,0,0|-0.9999999684324108,-0.00025126688259636794,0|9.862138888888964
1262|-6956094.156708744,21614.573290699627,2443505.69919395|-269.71418047003954,-7033.415468967929,757.3877599085206|0,0,0|0,0,0|0,0,0|-0.9999999683823632,-0.0002514659847178435,0|9.862000000000076
1263|-6956291.185950778,16427.51865271968,2444063.601563177|-264.61225739754354,-7033.429419736497,755.5953999422493|0,0,0|0,0,0|0,0,0|-0.9999999683322759,-0.00025166508683930906,0|9.861861111111187
1264|-6956484.290939811,11244.842309865868,2444619.7118436126|-259.51524722090767,-7033.439557680928,753.8044080168814|0,0,0|0,0,0|0,0,0|-0.999999968282149,-0.0002518641889607647,0|9.861722222222298
1265|-6956673.481909697,6066.540033224737,2445174.0340315304|-254.42314350120978,-7033.4458935532575,752.014782881564|0,0,0|0,0,0|0,0,0|-0.9999999682319825,-0.0002520632910822103,0|9.86158333333341
1266|-6956858.769064661,892.6075902630109,2445726.5721131256|-249.33593980363344,-7033.448438071466,750.2265232836801|0,0,0|0,0,0|0,0,0|-0.9999999681817763,-0.00025226239320364597,0|9.86144444444452
1267|-6957042.156229426,-4334.374379833229,2446283.4396127784|-244.19718704974275,-7033.447166987607,748.4197812353349|0,0,0|0,0,0|0,0,0|-0.9999999681315305,-0.00025246149532507164,0|9.861305555555631
1268|-6957221.573234836,-9556.897582489531,2446838.491303737|-239.0634305949493,-7033.442041760918,746.6144326575018|0,0,0|0,0,0|0,0,0|-0.999999968081245,-0.00025266059744648723,0|9.861166666666742
1269|-6957395.123914881,-14717.649177958723,2447385.661545549|-233.9909967847659,-7033.433192763739,744.8302923862523|0,0,0|0,0,0|0,0,0|-0.9999999680309198,-0.00025285969956789284,0|9.861027777777855
1270|-6957564.8115260415,-19874.047998961527,2447931.063613071|-228.92343715687775,-7033.420595180753,743.0475125968525|0,0,0|0,0,0|0,0,0|-0.999999967980555,-0.00025305880168928843,0|9.860888888888965
1271|-6957730.646124975,-25026.098295182688,2448474.7014422356|-223.86074529770667,-7033.404259560535,741.2660920281933|0,0,0|0,0,0|0,0,0|-0.9999999679301506,-0.000253257903810674,0|9.860750000000076
1272|-6957892.637739187,-30173.80431956239,2449016.578959032|-218.80291479799962,-7033.38419641825,739.4860294175393|0,0,0|0,0,0|0,0,0|-0.9999999678797065,-0.0002534570059320495,0|9.860611111111186
1273|-6958050.796367133,-35317.17032823432,2449556.7000795375|-213.74993925285048,-7033.360416235754,737.7073235005448|0,0,0|0,0,0|0,0,0|-0.9999999678292227,-0.00025365610805341496,0|9.860472222222299
1274|-6958205.131978291,-40456.200580463745,2450095.068709939|-208.70181226174714,-7033.332929461712,735.9299730112828|0,0,0|0,0,0|0,0,0|-0.9999999677786994,-0.00025385521017477037,0|9.86033333333341
1275|-6958355.654513244,-45590.89933862607,2450631.688746553|-203.6585274285685,-7033.301746511688,734.1539766822516|0,0,0|0,0,0|0,0,0|-0.9999999677281364,-0.0002540543122961157,0|9.86019444444452
1276|-6958502.373883754,-50721.2708680979,2451166.564075852|-198.62007836166322,-7033.266877768265,732.3793332444136|0,0,0|0,0,0|0,0,0|-0.9999999676775337,-0.000254253414417451,0|9.86005555555563
1277|-6958645.299972854,-55847.31943726749,2451699.6985744876|-193.5864586738196,-7033.228333581142,730.6060414271954|0,0,0|0,0,0|0,0,0|-0.9999999676268915,-0.0002544525165387762,0|9.859916666666743
1278|-6958785.967448944,-61025.93318400392,2452236.990783882|-188.5018135316643,-7033.185634725555,728.8144193004774|0,0,0|0,0,0|0,0,0|-0.9999999675762096,-0.00025465161866009136,0|9.859777777777854
1279|-6958922.777111512,-66200.13615595014,2452772.511202833|-183.42209256589422,-7033.139199474066,727.0241763802626|0,0,0|0,0,0|0,0,0|-0.999999967525488,-0.0002548507207813964,0|9.859638888888965
1280|-6959054.298839386,-71313.14575120038,2453300.4079871504|-178.40302955917127,-7033.089609852034,725.2549617231492|0,0,0|0,0,0|0,0,0|-0.9999999674747269,-0.00025504982290269133,0|9.859500000000075
1281|-6959182.066748986,-76421.8495835173,2453826.5794348246|-173.38877028652269,-7033.036386085073,723.4870935611366|0,0,0|0,0,0|0,0,0|-0.999999967423926,-0.00025524892502397617,0|9.859361111111188
1282|-6959306.090580232,-81526.25193543476,2454351.0293735266|-168.3793083836406,-7032.979538359299,721.7205706162931|0,0,0|0,0,0|0,0,0|-0.9999999673730856,-0.0002554480271452508,0|9.859222222222298
1283|-6959426.380044796,-86626.35709215864,2454873.7616212484|-163.3746374908544,-7032.919076828581,719.9553916092796|0,0,0|0,0,0|0,0,0|-0.9999999673222055,-0.00025564712926651537,0|9.859083333333409
1284|-6959542.9448261615,-91722.16934150388,2455394.7799863196|-158.37475125316928,-7032.855011614626,718.1915552593708|0,0,0|0,0,0|0,0,0|-0.9999999672712858,-0.0002558462313877698,0|9.85894444444452
1285|-6959655.7945797285,-96813.6929738496,2455914.088267436|-153.3796433202774,-7032.787352807089,716.4290602844703|0,0,0|0,0,0|0,0,0|-0.9999999672203265,-0.00025604533350901407,0|9.858805555555632
1286|-6959764.938932866,-101900.93228207924,2456431.6902536736|-148.38930734660698,-7032.716110463665,714.667905401136|0,0,0|0,0,0|0,0,0|-0.9999999671693274,-0.0002562444356302482,0|9.858666666666743
1287|-6959870.387485008,-106983.89156155009,2456947.5897245225|-143.40373699132192,-7032.641294610209,712.9080893245908|0,0,0|0,0,0|0,0,0|-0.9999999671182886,-0.0002564435377514722,0|9.858527777777853
1288|-6959972.149807722,-112062.57511002244,2457461.7904499015|-138.42292591836826,-7032.562915240819,711.1496107687478|0,0,0|0,0,0|0,0,0|-0.9999999670672103,-0.000256642639872686,0|9.858388888888966
1289|-6960070.235444792,-117136.98722761357,2457974.2961901836|-133.44686779650237,-7032.480982317943,709.3924684462296|0,0,0|0,0,0|0,0,0|-0.9999999670160923,-0.0002568417419938896,0|9.858250000000076
1290|-6960164.653912294,-122207.13221675646,2458485.1106962184|-128.47555629930616,-7032.395505772483,707.6366610683834|0,0,0|0,0,0|0,0,0|-0.9999999669649347,-0.00025704084411508305,0|9.858111111111187
1291|-6960255.414698675,-127273.01438215189,2458994.237709356|-123.50898510520801,-7032.306495503893,705.882187345298|0,0,0|0,0,0|0,0,0|-0.9999999669137374,-0.00025723994623626635,0|9.857972222222298
1292|-6960342.527264832,-132334.63803070807,2459501.680961468|-118.54714789752597,-7032.213961380273,704.1290459858277|0,0,0|0,0,0|0,0,0|-0.9999999668625005,-0.00025743904835743946,0|9.85783333333341
1293|-6960426.001044182,-137392.007471496,2460007.44417497|-113.59003836448323,-7032.117913238482,702.377235697608|0,0,0|0,0,0|0,0,0|-0.9999999668112239,-0.0002576381504786023,0|9.85769444444452
1294|-6960505.845442745,-142445.1270157136,2460511.5310628447|-108.63765019922971,-7032.018360884224,700.6267551870718|0,0,0|0,0,0|0,0,0|-0.9999999667599078,-0.000257837252599755,0|9.857555555555631
1295|-6960582.069839218,-147494.00097662583,2461013.945328665|-103.6899770998632,-7031.9153140921535,698.8776031594667|0,0,0|0,0,0|0,0,0|-0.999999966708552,-0.0002580363547208974,0|9.857416666666742
1296|-6960654.68358506,-152538.6336695156,2461514.6906666164|-98.7470127694769,-7031.808782605974,697.1297783188807|0,0,0|0,0,0|0,0,0|-0.9999999666571565,-0.0002582354568420296,0|9.857277777777854
1297|-6960723.696004555,-157579.02941163979,2462013.770761518|-93.80875091616167,-7031.698776138533,695.3832793682518|0,0,0|0,0,0|0,0,0|-0.9999999666057214,-0.0002584345589631515,0|9.857138888888965
1298|-6960789.116394898,-162615.19252219098,2462511.1892888458|-88.87518525302949,-7031.5853043719235,693.6381050093871|0,0,0|0,0,0|0,0,0|-0.9999999665542467,-0.0002586336610842632,0|9.857000000000076
1299|-6960850.954026263,-167647.12732223584,2463006.949914754|-83.94630949825273,-7031.468376957583,691.8942539429838|0,0,0|0,0,0|0,0,0|-0.9999999665027324,-0.00025883276320536465,0|9.856861111111186
1300|-6960909.218141896,-172674.83813467855,2463501.0562961022|-79.0221173750756,-7031.348003516386,690.1517248686439|0,0,0|0,0,0|0,0,0|-0.9999999664511784,-0.00025903186532645584,0|9.856722222222299
1301|-6960963.917958161,-177698.3292842242,2463993.51208047|-74.10260261182998,-7031.224193638744,688.4105164848878|0,0,0|0,0,0|0,0,0|-0.9999999663995848,-0.0002592309674475368,0|9.856527777777854
1302|-6961015.062664647,-182717.60509729618,2464484.320906184|-69.18775894199462,-7031.0969568847,686.670627489185|0,0,0|0,0,0|0,0,0|-0.9999999663479514,-0.00025943006956860744,0|9.856333333333412
1303|-6961062.66142422,-187732.6699020376,2464973.486402339|-64.27758010416642,-7030.9663027840315,684.9320565779532|0,0,0|0,0,0|0,0,0|-0.9999999662962784,-0.00025962917168966784,0|9.856138888888967
1304|-6961106.253193328,-192687.87492182595,2465455.60423076|-59.42654005217764,-7030.833749101139,683.2140980408648|0,0,0|0,0,0|0,0,0|-0.9999999662445658,-0.00025982827381071795,0|9.855944444444523
1305|-6961146.826587938,-197694.57736982242,2465941.5120773413|-54.52562045671425,-7030.6963264837805,681.4781447745514|0,0,0|0,0,0|0,0,0|-0.9999999661928135,-0.00026002737593175775,0|9.85575000000008
1306|-6961183.488843532,-202641.52142106136,2466420.4155055294|-49.68372454544965,-7030.557097982255,679.7627722428838|0,0,0|0,0,0|0,0,0|-0.9999999661410216,-0.00026022647805278726,0|9.855555555555636
1307|-6961217.072804548,-207639.87865201035,2466903.079949466|-44.79203948565896,-7030.412944189408,678.0294314530321|0,0,0|0,0,0|0,0,0|-0.9999999660891901,-0.00026042558017380646,0|9.855361111111193
1308|-6961247.1560345255,-212634.046442837,2467384.1189920865|-39.90498816737545,-7030.265420039998,676.2974022437969|0,0,0|0,0,0|0,0,0|-0.9999999660373189,-0.0002606246822948153,0|9.855166666666749
1309|-6961273.7475382015,-217624.02913090633,2467863.5362077616|-35.02256436041489,-7030.114534884849,674.5666833057131|0,0,0|0,0,0|0,0,0|-0.9999999659854081,-0.0002608237844158138,0|9.854972222222305
