time|position|velocity|acceleration|rotation|rotational velocity|rotational acceleration|sun|charge
133|1619501.3195423845,5289456.578378768,-1067644.8986302216|-7949.70264279082,3787.7351613334395,2438.0491897772204|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996440903,-0.00002667968511744162,0|10
134|1600462.0545091666,5298489.383234995,-1061802.2097083787|-7958.2882514547955,3759.5038294799415,2443.727077203984|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996387584,-0.00002687878724513595,0|10
135|1581061.0217439183,5307614.44831718,-1055841.0258756776|-7966.914178432447,3730.747990652758,2449.4685491003765|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996333869,-0.000027077889372829213,0|10
136|1561644.5852606173,5316666.885409566,-1049867.5848517737|-7975.423419058956,3701.9815502553,2455.169996474248|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996279758,-0.000027276991500521403,0|10
137|1542213.0827201419,5325646.689668736,-1043882.0048912492|-7983.81611932656,3673.205219550181,2460.8314036491697|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996225251,-0.000027476093628212513,0|10
138|1522766.851321525,5334553.858450871,-1037884.4042935236|-7992.092429957695,3644.4197073101304,2466.452756846251|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996170347,-0.000027675195755902534,0|10
139|1503653.8631789377,5343231.268736383,-1031982.317635559|-8000.107809071397,3616.139968365915,2471.9347297338404|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996115047,-0.00002787429788359146,0|10
140|1484179.4317901507,5351994.4644056745,-1025961.2401997942|-8008.15388265908,3587.338341833438,2477.4766569021162|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999605935,-0.00002807340001127928,0|10
141|1464691.2742262112,5360685.029700619,-1019928.495119017|-8016.084043815225,3558.5296322413515,2482.9785001811833|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999996003256,-0.000028272502138965983,0|10
142|1445189.72569619,5369302.97066189,-1013884.2008111397|-8023.898461737738,3529.7145380454626,2488.4402532594195|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995946766,-0.000028471604266651567,0|10
143|1426023.7085138995,5377696.337129047,-1007936.7132090423|-8031.460843153687,3501.408457719166,2493.765447961644|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995889879,-0.000028670706394336022,0|10
144|1406496.6057707348,5386170.352611299,-1001869.8767215448|-8039.046359323695,3472.5827620380664,2499.147725137147|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995832596,-0.000028869808522019342,0|10
145|1386957.108455753,5394571.774576429,-995791.8442105284|-8046.516663686304,3443.7527485320356,2504.489904248822|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995774916,-0.000029068910649701517,0|10
146|1367405.5495517508,5402900.617624145,-989702.7341174998|-8053.871943324226,3414.9191047235995,2509.791986302717|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995716841,-0.000029268012777382537,0|10
147|1348191.7068082949,5411010.101097454,-983711.6900991686|-8060.984101890718,3386.5974762698415,2514.9603616173376|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995658369,-0.000029467114905062398,0|10
148|1328617.2218982202,5419195.133854959,-977600.972671744|-8068.11195622873,3357.7586574981133,2520.182975650812|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999999955995,-0.00002966621703274109,0|10
149|1309031.664809708,5427307.6438393,-971479.5307965785|-8075.125369702407,3328.918241720701,2525.3655063517785|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995540235,-0.000029865319160418606,0|10
150|1289435.3660695688,5435347.654075779,-965347.4828454437|-8082.024546671757,3300.0769049456994,2530.5079618851255|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995480574,-0.00003006442128809494,0|10
151|1270178.8647770977,5443173.547647181,-959314.7265782664|-8088.689531061083,3271.7503467895444,2535.5195893470955|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995420517,-0.00003026352341577008,0|10
152|1250562.2488549587,5451069.929284133,-953162.0055881512|-8095.362895550448,3242.909170700832,2540.58264124515|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995360063,-0.000030462625543444024,0|10
153|1230935.8730332118,5458893.892235813,-946999.0313111976|-8101.922657995621,3214.069071748958,2545.605652802508|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995299212,-0.00003066172767111676,0|10
154|1211300.0651598198,5466645.467812079,-940825.9219578049|-8108.369039411612,3185.2307138819874,2550.588639175509|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995237966,-0.000030860829798788275,0|10
155|1192006.0323397042,5474188.194703346,-934753.2958082283|-8114.590162541989,3156.909660844642,2555.4437005161863|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995176323,-0.000031059931926458565,0|10
156|1172352.4949664033,5481796.388759625,-928560.4464382104|-8120.812475754055,3128.0767041349436,2560.3474028208825|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995114284,-0.00003125903405412763,0|10
157|1152690.4989808032,5489332.300989979,-922357.814165138|-8126.922091121341,3099.2474499086475,2565.211135358664|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999995051848,-0.00003145813618179545,0|10
158|1133371.6910969839,5496663.324287566,-916256.5348971471|-8132.813138426505,3070.9372379680517,2569.949131261702|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994989015,-0.000031657238309462033,0|10
159|1113693.888603162,5504056.082150506,-910034.8600685943|-8138.7000749211875,3042.117244624739,2574.7337045804234|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994925786,-0.000031856340437127356,0|10
160|1094008.5942956773,5511376.681779612,-903803.7538753665|-8144.475031994505,3013.302886686321,2579.478378621195|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999486216,-0.00003205544256479142,0|10
161|1074667.8429580473,5518496.363442946,-897674.8510905508|-8150.038107540894,2985.009177073658,2584.0995155078203|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994798138,-0.000032254544692454206,0|10
162|1054968.6516266135,5525674.071362317,-891425.3983988764|-8155.59184384957,2956.207882518037,2588.7651847492793|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994733719,-0.000032453646820115714,0|10
163|1035262.9282938254,5532779.762420502,-885166.8650997065|-8161.0343533149135,2927.414127034391,2593.391039965266|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994668904,-0.00003265274894777594,0|10
164|1015903.0446510923,5539688.516485432,-879011.3661118782|-8166.271661202907,2899.1424953027617,2597.8955674965487|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994603693,-0.000032851851075434866,0|10
165|996185.319595386,5546651.613469241,-872735.1806799009|-8171.494474627592,2870.3655469795813,2602.4426012848166|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994538086,-0.0000330509532030925,0|10
166|976462.0150280558,5553542.85247503,-866450.2644727549|-8176.606846846311,2841.598011408701,2606.9499207475287|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994472082,-0.000033250055330748814,0|10
167|957085.7887829228,5560241.144262966,-860269.1938872162|-8181.520688002464,2813.3539452881314,2611.3381308986945|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994405682,-0.00003344915745840381,0|10
168|937352.3629533886,5566990.121264576,-853967.317939363|-8186.4149533401205,2784.6069005261716,2615.766840623115|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994338885,-0.000033648259586057484,0|10
169|917614.3024526662,5573667.416404212,-847657.0599827981|-8191.1995950641185,2755.8711115226824,2620.155949845819|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994271692,-0.00003384736171370982,0|10
170|898224.5009049303,5580155.761709026,-841451.4392833295|-8195.792364006726,2727.660008906759,2624.428175958788|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994204103,-0.00003404646384136082,0|10
171|878478.184124362,5586691.16079197,-835124.9117277818|-8200.360550248131,2698.948332913328,2628.7389148023253|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994136117,-0.00003424556596901047,0|10
172|858728.1695466985,5593155.071077027,-828790.3497258131|-8204.819961311372,2670.2497243677226,2633.0101807615906|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999994067735,-0.00003444466809665876,0|10
173|839327.5366646829,5599434.035330805,-822561.1968696296|-8209.094142894428,2642.076891431355,2637.1667965775687|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993998957,-0.00003464377022430569,0|10
174|819571.114692433,5605756.448812476,-816211.0528886629|-8213.33880990276,2613.4059554199907,2641.359958525479|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993929782,-0.00003484287235195124,0|10
175|800164.788711952,5611896.580446251,-809966.8201498622|-8217.402653425857,2585.2614488835534,2645.4399577422973|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999386021,-0.00003504197447959541,0|10
176|780403.1790442616,5618077.780635461,-803601.5497048086|-8221.43374603472,2556.6205160783793,2649.5552073376116|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993790242,-0.00003524107660723819,0|10
177|760639.4126697856,5624187.8502107775,-797228.820353558|-8225.357541208885,2527.995595529006,2653.6312261682738|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993719877,-0.00003544017873487958,0|10
178|741226.7689867199,5630119.649821246,-790962.7411285951|-8229.107125319466,2499.897983594845,2657.5963241681975|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993649116,-0.00003563928086251956,0|10
179|721459.6356863924,5636088.959497802,-784575.5681488218|-8232.819152525411,2471.306518950001,2661.5947404775666|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993577958,-0.00003583838299015812,0|10
180|702044.275693726,5641882.66768893,-778295.5254085942|-8236.361351722438,2443.2428782655566,2665.483728352284|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993506404,-0.00003603748511779527,0|10
181|682274.9759494055,5647711.536410922,-771894.3608969214|-8239.8628417113,2414.6871282395814,2669.4047620570045|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993434454,-0.000036236587245430984,0|10
182|662505.0363092383,5653469.677472802,-765486.3087008429|-8243.258589205094,2386.1502443665477,2673.286842820439|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993362108,-0.000036435689373065264,0|10
183|643087.8011370837,5659056.233792423,-759186.0924976857|-8246.491083035355,2358.1418569522293,2677.0617431293417|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993289365,-0.0000366347915006981,0|10
184|623317.4861377305,5664674.439757874,-752764.7261113224|-8249.67818857398,2329.6440308071933,2680.8667926730423|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993216225,-0.00003683389362832949,0|10
185|603900.4629159002,5670123.731633064,-746451.6537791603|-8252.70639587026,2301.6750803372115,2684.5661572669146|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999314269,-0.00003703299575595941,0|10
186|584130.9528096528,5675602.3557483535,-740017.4214184005|-8255.686147195353,2273.218496971678,2688.2944224827966|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999993068758,-0.000037232097883587864,0|10
187|564362.2940601052,5681010.698497935,-733576.8676922984|-8258.56178297471,2244.783540590581,2691.984046664087|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992994429,-0.00003743120001121485,0|10
188|544947.763327175,5686254.145591802,-727245.2805618052|-8261.285049858841,2216.8779294922283,2695.5702371684997|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992919705,-0.00003763030213884034,0|10
189|525181.6693941737,5691523.463087499,-720792.5320272301|-8263.955309343764,2188.4874470407217,2699.183468013342|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992844584,-0.000037829404266464346,0|10
190|505770.22792845103,5696630.555663946,-714449.1860583257|-8266.477523214364,2160.62655555124,2702.6947619660195|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992769066,-0.00003802850639408685,0|10
191|486007.85788424313,5701761.234291354,-707984.6866067401|-8268.943747039048,2132.2826569715417,2706.231872037148|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992693152,-0.00003822760852170784,0|10
192|466600.63980100886,5706732.358194904,-701630.0168658391|-8271.266234481262,2104.468542480374,2709.6685420122253|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999261684,-0.00003842671064932732,0|10
193|446843.1440094523,5711724.79724038,-695154.2085423947|-8273.529783258515,2076.1733073775767,2713.1298137540543|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992540133,-0.00003862581277694528,0|10
194|427441.27480303263,5716560.350892134,-688788.6482498025|-8275.653890160886,2048.4079973911475,2716.4921419271814|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992463029,-0.00003882491490456171,0|10
195|407689.7947819773,5721414.962351367,-682301.971186926|-8277.716143834188,2020.1634748587196,2719.8778674544424|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992385529,-0.0000390240170321766,0|10
196|387941.7801270778,5726200.1995041035,-675809.977208616|-8279.67737287487,1991.945304995858,2723.2255934430104|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992307632,-0.00003922311915978994,0|10
197|368550.05948017724,5730832.564945335,-669428.844004457|-8281.505591951285,1964.2571752975375,2726.4766262806124|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992229339,-0.00003942222128740172,0|10
198|348809.76105545764,5735480.617880836,-662926.63972127|-8283.267637018418,1936.092743045334,2729.7492632948897|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999215065,-0.00003962132341501194,0|10
199|329426.16938965116,5739978.464863015,-656535.6924432447|-8284.900926872539,1908.4583635671354,2732.92670180581|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999992071564,-0.00003982042554262059,0|10
200|309694.70598037797,5744489.776557835,-650023.7129140252|-8286.465213496147,1880.34964093873,2736.124565248466|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991992082,-0.000040019527670227666,0|10
201|290320.33755218657,5748853.546077711,-643623.3778109477|-8287.904982668337,1852.7709332691884,2739.2287236124675|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991912204,-0.000040218629797833155,0|10
202|270598.8186467602,5753228.571535669,-637102.055959055|-8289.272953459144,1824.7198612760046,2742.3521378116393|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991831929,-0.00004041773192543705,0|10
203|251234.75852259062,5757458.7163056685,-630692.7571524323|-8290.520626953296,1797.1987165016565,2745.3833388699013|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991751258,-0.00004061683405303934,0|10
204|231524.28419287852,5761697.922360421,-624162.523705071|-8291.693740967976,1769.2072050473885,2748.4326368660227|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991670191,-0.000040815936180640024,0|10
205|212171.6081334392,5765794.906614201,-617744.6831301498|-8292.750759629907,1741.745483655836,2751.3912119117367|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991588727,-0.00004101503830823908,0|10
206|192824.96850402025,5769826.08593141,-611322.7657875322|-8293.713848238758,1714.3138861507457,2754.313926389875|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991506867,-0.00004121414043583652,0|10
207|173133.04326767684,5773863.071027705,-604780.0039070763|-8294.598311639831,1686.4149432422075,2757.2530238133086|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991424611,-0.000041413242563432324,0|10
208|153799.37889206503,5777761.805161435,-598350.1715937991|-8295.37292841397,1659.0454941970613,2760.1036230426266|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991341957,-0.00004161234469102649,0|10
209|134121.20163908927,5781664.186131776,-591799.5630322389|-8296.066243723371,1631.2107417446705,2762.9694719692643|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991258907,-0.000041811446818619,0|10
210|114801.56457700394,5785430.967212358,-585362.2319789691|-8296.653866356886,1603.9052249572192,2765.7483074220036|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999117546,-0.00004201054894620985,0|10
211|95138.20158060477,5789199.250675589,-578804.1993288348|-8297.157545187765,1576.1364635026698,2768.5412696716335|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991091617,-0.00004220965107379904,0|10
212|75833.63421262777,5792834.581667502,-572359.7833839634|-8297.559665075994,1548.896631943175,2771.2487005409885|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999991007378,-0.00004240875320138655,0|10
213|56186.14184044418,5796469.285172728,-565794.7467849596|-8297.875232684717,1521.1956306207676,2773.9691456885735|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990922742,-0.00004260785532897239,0|10
214|36897.676769876154,5799973.679676292,-559343.6573614186|-8298.09335432215,1494.0232063971666,2776.605538680288|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999999083771,-0.00004280695745655653,0|10
215|17267.101386021124,5803475.331500636,-552772.0344469323|-8298.222348997784,1466.391702905082,2779.2538438440333|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990752282,-0.000043006059584138975,0|10
216|-2004.238655380439,5806849.313553087,-546314.6804703155|-8298.257989381,1439.2883772413627,2781.819572968531|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990666457,-0.000043205161711719716,0|10
217|-21266.71746094455,5810158.874145139,-539854.3731648528|-8298.20377687412,1412.2199066897397,2784.3504292335597|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990580236,-0.00004340426383929874,0|9.99986111111111
218|-40870.06302682939,5813462.556374893,-533273.6741732231|-8298.056649875916,1384.6955110536182,2786.891568963706|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990493619,-0.000043603365966876055,0|9.999722222222223
219|-60113.90592843294,5816642.507252659,-526807.7091100494|-8297.822246820078,1357.698610634575,2789.3523338726063|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990406605,-0.00004380246809445163,0|9.999583333333334
220|-79348.14453407424,5819758.43997538,-520339.0899467209|-8297.499132157142,1330.73777286617,2791.7785134078404|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990319195,-0.00004400157022202548,0|9.999444444444444
221|-98921.97683096118,5822865.391953223,-513750.23441591806|-8297.07939060361,1303.3241959248844,2794.2133711258684|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990231389,-0.000044200672349597584,0|9.999305555555555
222|-118136.09122363757,5825852.539925605,-507276.55845067673|-8296.578400779605,1276.4373307960925,2796.570046999843|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990143186,-0.00004439977447716793,0|9.999166666666667
223|-137688.93194506876,5828828.651376588,-500682.75739593286|-8295.978343434886,1249.0998736193828,2798.9343407441675|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999990054587,-0.00004459887660473652,0|9.999027777777778
224|-156881.93965327274,5831687.578298933,-494204.42313650396|-8295.301039503991,1222.288549133605,2801.221914064239|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999998996559,-0.00004479797873230334,0|9.998888888888889
225|-176064.1282502059,5834483.184039211,-487723.9275239584|-8294.536954089042,1195.5152261545393,2803.475397935674|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989876197,-0.000044997080859868385,0|9.99875
226|-195583.7225287729,5837264.707012998,-481123.48415582126|-8293.670213388768,1168.2945459022549,2805.7349336097036|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989786408,-0.00004519618298743164,0|9.998611111111112
227|-214743.35437385668,5839932.952263474,-474638.92111360136|-8292.73216616676,1141.599051042775,2807.91992643532|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989696222,-0.000045395285114993106,0|9.998472222222222
228|-234239.49342177506,5842585.09672942,-468034.53609020816|-8291.689106028798,1114.4583770334552,2810.1099370109473|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999998960564,-0.00004559438724255277,0|9.998333333333333
229|-253375.61184254987,5845126.56836744,-461546.29723924655|-8290.5786809773,1087.8422015248982,2812.226855189354|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989514662,-0.00004579348937011063,0|9.998194444444444
230|-272499.7282352997,5847605.444454898,-455056.3812673908|-8289.383432913442,1061.2658714565089,2814.310198752579|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989423287,-0.00004599259149766668,0|9.998055555555556
231|-291958.9856896787,5850065.230287627,-448446.841990881|-8288.079707741823,1034.247640907478,2816.397033307364|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989331516,-0.000046191693625220905,0|9.997916666666667
232|-311058.17749085417,5852418.227048485,-441953.8305757879|-8286.714465840034,1007.7528031430338,2818.412935661666|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989239349,-0.0000463907957527733,0|9.997777777777777
233|-330144.6738683006,5854709.0762048215,-435459.4280133191|-8285.265586408483,981.2988705699008,2820.3955803476965|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989146785,-0.000046589897880323854,0|9.997638888888888
234|-349564.9188951701,5856977.87993034,-428845.6132893538|-8283.704839157575,954.4063401748444,2822.3802128402763|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999989053825,-0.00004678900000787256,0|9.9975
235|-368625.10310579184,5859143.763360628,-422348.6891744398|-8282.088366434245,928.0360045773966,2824.2960620080016|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999988960468,-0.00004698810213541941,0|9.997361111111111
236|-387671.91023445665,5861247.956536522,-415850.6566450326|-8280.389449421984,901.7076001668215,2826.178976361773|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999999988866716,-0.0000471872042629644,0|9.997222222222222
